original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
2 Cups TJ's Shredded Fancy Mexican Style Cheese Blend divided,Shredded Fancy Mexican Style Cheese Blend,0.997443,2.0,2 Cups,Cups,0.999178,divided,0.864827,Enchilada Pie,Dinner,Cream and Creamy Cheeses,0.8427796959877014,Cheese,"Slices, Shreds, Crumbles",0.0493953078985214,Cheese,Fresh,0.0091237248852849,Unknown
"3/4 cup shredded TJ's Baby Swiss Cheese, divided",Baby Swiss Cheese,0.995404,0.75,3/4 cups,cup,0.999809,"shredded, divided",0.990377,Layered Salmon Quiche,Lunch,Cream and Creamy Cheeses,0.7402743101119995,Cheese,Fresh,0.0445456691086292,Unknown,"Slices, Shreds, Crumbles",0.0318094156682491,Cheese
1/2 cup diced TJ's Shallots,Shallots,0.986255,0.5,1/2 cups,cup,0.999407,diced,0.980414,Layered Salmon Quiche,Lunch,Fresh,0.3194698989391327,Unknown,Fresh Vegetables,0.0587428919970989,Unknown,"Nuts, Dried Fruits, Seeds",0.0547782033681869,Snacks & Sweets
"1/2 cup TJ's Frozen Chopped Spinach, defrosted and water squeezed out",Frozen Chopped Spinach,0.998427,0.5,1/2 cups,cup,0.999863,defrosted and water squeezed out,0.999052,Layered Salmon Quiche,Lunch,Fresh,0.1995757520198822,Unknown,Smoked or Processed,0.0947063639760017,Unknown,"Slices, Shreds, Crumbles",0.0797933712601661,Cheese
"1/2 cup TJ's Sharp Cheddar, shredded",Sharp Cheddar,0.999162,0.5,1/2 cups,cup,0.999978,shredded,0.999441,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,Fresh,0.2344578355550766,Unknown,"Slices, Shreds, Crumbles",0.1455631405115127,Cheese,Cream and Creamy Cheeses,0.0606506243348121,Cheese
"2 slices TJ's Uncured Applewood Smoked Bacon, cooked",Uncured Applewood Smoked Bacon,0.995048,2.0,2 slices,slices,0.999839,cooked,0.997411,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,Smoked or Processed,0.6254447102546692,Unknown,Fresh,0.0716016367077827,Unknown,Smoked,0.0311004314571619,Unknown
1 cup diced TJ's Sliced Roast Chicken Breast with Rib Meat,Sliced Roast Chicken Breast with Rib Meat,0.984426,1.0,1 cup,cup,0.999558,diced,0.9523,Grilled Peach Salad,Lunch,Fresh,0.6206740140914917,Unknown,Sliced Bread,0.0650558918714523,Bakery,"Slices, Shreds, Crumbles",0.0609575137495994,Cheese
"1/2 cup TJ's Camembert, rind removed",Camembert,0.994531,0.5,1/2 cups,cup,0.999969,rind removed,0.996158,"Grilled Camembert, Apple & Prosciutto",Lunch,Fresh,0.0863024070858955,Unknown,Appetizers,0.067439466714859,From The Freezer,"Slices, Shreds, Crumbles",0.0638403370976448,Cheese
"3 Tbsp TJ's Caved Aged Blue Cheese, crumbled",Caved Aged Blue Cheese,0.996724,3.0,3 Tbsps,Tbsps,0.997263,crumbled,0.998354,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,Cream and Creamy Cheeses,0.4920231401920318,Cheese,"Slices, Shreds, Crumbles",0.1415839195251464,Cheese,Fresh,0.0761364549398422,Unknown
"2 Tbsp TJ's Sweet and Spicy Pecans, chopped",Sweet and Spicy Pecans,0.662085,2.0,2 Tbsps,Tbsps,0.991732,chopped,0.999287,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,"Nuts, Dried Fruits, Seeds",0.1822333484888076,Snacks & Sweets,Spices,0.091452918946743,For the Pantry,Fresh,0.0536219105124473,Unknown
"1 TJ's Celery Stalk, rinsed and trimmed",Celery,0.98549,1.0,1 Stalk,Stalk,0.902312,rinsed and trimmed,0.999759,Joe's Bloody Mary,Beverages,Yogurt,0.1292772889137268,Dairy & Eggs,Fresh,0.1224491447210311,Unknown,Entrées & Center of Plate,0.0766093656420707,Fresh Prepared Foods
"1 (1 lb) container TJ's Strawberries, rinsed",Strawberries,0.912618,1.0,1 container,container,0.913852,rinsed,0.995474,Berry Yogurt Pops,Desserts,Fresh Fruits,0.133504644036293,Unknown,Fresh,0.1255398243665695,Unknown,Cream and Creamy Cheeses,0.0646862834692001,Cheese
1 cup water (room temperature),water,0.997402,1.0,1 cup,cup,0.999898,(room temperature),0.982459,Chewy Chocolate Mochi Cake,Desserts,Fresh,0.1663373410701751,Unknown,Shellfish,0.0612808987498283,Unknown,Smoked,0.058189570903778,Unknown
"4 tablespoons TJ's Salted Butter, melted",Salted Butter,0.990682,4.0,4 tablespoons,tablespoon,0.99996,melted,0.998159,Chewy Chocolate Mochi Cake,Desserts,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1/2 package TJ's Portobello Mushrooms, diced",Portobello Mushrooms,0.999542,0.5,1/2 packages,packages,0.999942,diced,0.999212,Beef-less Tacos,Lunch,Cream and Creamy Cheeses,0.166934460401535,Cheese,Fresh,0.1520919650793075,Unknown,"Slices, Shreds, Crumbles",0.0633544474840164,Cheese
"1/2 head of TJ's Iceberg Lettuce, shredded",Iceberg Lettuce,0.994063,0.5,1/2 heads,heads,0.999358,shredded,0.9993,Beef-less Tacos,Lunch,Fresh,0.1755501180887222,Unknown,Veggies,0.1309821754693985,Fresh Fruits & Veggies,"Slices, Shreds, Crumbles",0.0779264643788337,Cheese
"1 bag TJ's Ridge Cut Potato Chips with Sea Salt, crushed",Ridge Cut Potato Chips with Sea Salt,0.998708,1.0,1 bag,bag,0.999615,crushed,0.998389,Ridge Crispy S'moreover Bars,Desserts,Sliced Bread,0.1221121996641159,Bakery,"Chips, Crackers & Crunchy Bites",0.0984933525323867,Snacks & Sweets,"Slices, Shreds, Crumbles",0.0950845256447792,Cheese
"1 stick TJ's Unsalted Butter, melted",Unsalted Butter,0.997327,1.0,1 stick,stick,0.999026,melted,0.999267,Marshmallow Blondies,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 bag TJ's Organic Frozen Mango Chunks, thawed",Organic Frozen Mango Chunks,0.997922,1.0,1 bag,bag,0.998903,thawed,0.993085,Mango Melba Shortcake,Desserts,Fresh,0.1816876828670501,Unknown,"Slices, Shreds, Crumbles",0.1049424931406974,Cheese,Shellfish,0.0883358344435691,Unknown
"1 package TJ's Organic Biscuits, baked and cooled",Organic Biscuits,0.998246,1.0,1 package,package,0.999769,baked and cooled,0.998159,Mango Melba Shortcake,Desserts,Sweet Stuff,0.2544773817062378,Bakery,Bakery,0.0834443345665931,Unknown,Bagels,0.0474162511527538,Bakery
"1 jar TJ's Fire Roasted Red Peppers, sliced",Fire Roasted Red Peppers,0.998673,1.0,1 jar,jar,0.999842,sliced,0.998615,Antipasti Bowl,Lunch,Fresh,0.4699406623840332,Unknown,Smoked or Processed,0.043120127171278,Unknown,Refrigerated Dough,0.0318798348307609,Unknown
"1/2 cup TJ's Organic Peas, heated according to package directions and drained",Organic Peas,0.997768,0.5,1/2 cups,cup,0.999955,heated according to package directions and drained,0.999912,Tikka Masala Burritos,Dinner & Lunch,Fresh Vegetables,0.2119565159082412,Unknown,Fresh,0.1170425415039062,Unknown,Shelf Stable Foods,0.032266516238451,Unknown
"1/2 bunch TJ's Cilantro, chopped",Cilantro,0.998304,0.5,1/2 bunches,bunches,0.999928,chopped,0.999124,Spicy Shrimp Slaw,Dinner & Lunch,Fresh,0.3388896584510803,Unknown,Fresh Fruits,0.0403364561498165,Unknown,Smoked or Processed,0.0336078628897666,Unknown
"2 tablespoons TJ's Coconut Oil, divided",Coconut Oil,0.999602,2.0,2 tablespoons,tablespoon,0.999976,divided,0.999664,Spicy Shrimp Slaw,Dinner & Lunch,Shellfish,0.1936346888542175,Unknown,Fresh Fruits,0.0609260462224483,Unknown,Spices,0.0528343394398689,For the Pantry
"1/2 bag TJ's Mango Chunks, thawed",Mango Chunks,0.997737,0.5,1/2 bags,bag,0.999882,thawed,0.993517,Spicy Shrimp Slaw,Dinner & Lunch,Fresh,0.252206802368164,Unknown,Shellfish,0.0572534948587417,Unknown,"Slices, Shreds, Crumbles",0.0492022857069969,Cheese
"1 bag TJ's Uncooked Wild Argentinian Red Shrimp, thawed",Uncooked Wild Argentinian Red Shrimp,0.998296,1.0,1 bag,bag,0.999704,thawed,0.986796,Spicy Shrimp Slaw,Dinner & Lunch,Fresh,0.4133365452289581,Unknown,Shellfish,0.1359805762767791,Unknown,Cooked or Processed,0.0425600968301296,Unknown
"2 packages TJ's Portabella Mushrooms, wiped with a damp cloth, stems removed",Portabella Mushrooms,0.998584,2.0,2 packages,packages,0.999896,"wiped with a damp cloth, stems removed",0.993672,Pesto Portabella Burger,Dinner & Lunch,Fruit & Vegetables,0.0887390822172164,From The Freezer,Fruits,0.0800032392144203,Fresh Fruits & Veggies,"Slices, Shreds, Crumbles",0.0718979388475418,Cheese
"2 sticks TJ's Unsalted Butter, melted",Unsalted Butter,0.99635,2.0,2 sticks,sticks,0.99981,melted,0.999267,Frank's Blueberry Muffins,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"2 cups TJ's Chopped Frozen Spinach, defrosted and squeezed of some water",Chopped Frozen Spinach,0.981524,2.0,2 cups,cup,0.999954,defrosted and squeezed of some water,0.998323,Mezza Luna Lasagna,Dinner,Fresh,0.2423868626356125,Unknown,Smoked or Processed,0.0881118327379226,Unknown,"Slices, Shreds, Crumbles",0.0850171968340873,Cheese
"1 package Uncured Apple Smoked Bacon, cooked crispy, drained and chopped into small pieces",Uncured Apple Smoked Bacon,0.992511,1.0,1 package,package,0.999732,"cooked crispy, drained and chopped into small pieces",0.993746,Lasagna Carbonara,Dinner,Smoked or Processed,0.5946135520935059,Unknown,Fresh,0.0587386600673198,Unknown,Refrigerated Dough,0.0292118117213249,Unknown
"2 cups TJ's Shredded Mozzarella Cheese, divided",Shredded Mozzarella Cheese,0.998896,2.0,2 cups,cup,0.999952,divided,0.999634,Lasagna Carbonara,Dinner,Cream and Creamy Cheeses,0.345613956451416,Cheese,"Slices, Shreds, Crumbles",0.2860088646411896,Cheese,Fresh,0.0647784024477005,Unknown
"1/2 can TJ's Cannellini White Kidney Beans, rinsed, drained and pureed until smooth",Cannellini White Kidney Beans,0.998567,0.5,1/2 cans,cans,0.999877,"rinsed, drained and pureed until smooth",0.998559,Lasagna Carbonara,Dinner,Cream and Creamy Cheeses,0.2421033531427383,Cheese,Fresh,0.1053858026862144,Unknown,Fresh Fruits,0.0787059217691421,Unknown
"1 cup TJ's Grated Parmesan, divided",Grated Parmesan,0.95274,1.0,1 cup,cup,0.999964,divided,0.999578,Lasagna Carbonara,Dinner,Fresh,0.606097936630249,Unknown,"Slices, Shreds, Crumbles",0.0449821315705776,Cheese,Cream and Creamy Cheeses,0.0276466030627489,Cheese
"4 medium cloves TJ's Premium Peeled Garlic, minced",Premium Peeled Garlic,0.888902,4.0,4 medium cloves,medium cloves,0.733947,minced,0.999419,Lasagna Carbonara,Dinner,Fresh,0.1524890661239624,Unknown,Spices,0.1458953619003296,For the Pantry,"Slices, Shreds, Crumbles",0.0717763006687164,Cheese
"1 cup TJ's Organic Frozen Peas, defrosted and drained",Organic Frozen Peas,0.997386,1.0,1 cup,cup,0.999915,defrosted and drained,0.999425,Lasagna Carbonara,Dinner,Fresh,0.2040441185235977,Unknown,Fresh Vegetables,0.0811726003885269,Unknown,Fruit & Vegetables,0.0456197634339332,From The Freezer
"3/4 cup TJ's Organic Low Sodium Chicken Broth, divided",Organic Low Sodium Chicken Broth,0.999281,0.75,3/4 cups,cup,0.999944,divided,0.999108,Lasagna Carbonara,Dinner,Smoked or Processed,0.1560380458831787,Unknown,Fresh,0.1189173460006713,Unknown,Cooked or Processed,0.0529868826270103,Unknown
"1 package (about 1 pound) TJ's Sweet OR Hot Italian Sausage, casing removed",Sweet Hot Italian Sausage,0.633422,1.0,1 package,package,0.999313,casing removed,0.99893,Hot & Smoky Rigatoni Bake,Dinner,Smoked or Processed,0.1474866420030594,Unknown,Sweet Stuff,0.1145412325859069,Bakery,Fresh,0.090992234647274,Unknown
"1/2 cup TJ's Grated Parmesan, divided",Grated Parmesan,0.95274,0.5,1/2 cups,cup,0.999964,divided,0.999578,Hot & Smoky Rigatoni Bake,Dinner,Fresh,0.606097936630249,Unknown,"Slices, Shreds, Crumbles",0.0449821315705776,Cheese,Cream and Creamy Cheeses,0.0276466030627489,Cheese
"2 cups TJ's Shredded Mozzarella Cheese, divided",Shredded Mozzarella Cheese,0.998896,2.0,2 cups,cup,0.999952,divided,0.999634,Hot & Smoky Rigatoni Bake,Dinner,Cream and Creamy Cheeses,0.345613956451416,Cheese,"Slices, Shreds, Crumbles",0.2860088646411896,Cheese,Fresh,0.0647784024477005,Unknown
"2 cloves TJ's Organic Garlic, diced",Organic Garlic,0.928304,2.0,2 cloves,cloves,0.916582,diced,0.999702,Harvest Pasta Sauce,Dinner,Fresh,0.1341888904571533,Unknown,Spices,0.1256227493286132,For the Pantry,Fresh Vegetables,0.0813573822379112,Unknown
"2 sprigs Rosemary, de-stemmed and chopped",Rosemary,0.978846,2.0,2 sprigs,sprigs,0.999916,de-stemmed and chopped,0.993151,Harvest Pasta Sauce,Dinner,Spices,0.1287698447704315,For the Pantry,Fresh,0.1129483208060264,Unknown,"Nuts, Dried Fruits, Seeds",0.0485273227095603,Snacks & Sweets
"1 pound of your favorite TJ's Pasta, cooked",your favorite Pasta,0.938112,1.0,1 pound,pound,0.999879,cooked,0.99735,Harvest Pasta Sauce,Dinner,Pastas & Grains,0.5400481820106506,For the Pantry,Appetizers,0.0431594811379909,From The Freezer,For Baking & Cooking,0.0259271822869777,For the Pantry
"1 bar TJ's Pound Plus Milk Chocolate, broken into chunks",Pound Plus Milk Chocolate,0.994595,1.0,1 bar,bar,0.999757,broken into chunks,0.998357,Butter Toffee Pretzel Bark,Desserts,Fresh,0.2159860134124755,Unknown,Milk & Cream,0.1301775127649307,Dairy & Eggs,Cream and Creamy Cheeses,0.0523128062486648,Cheese
"1 1/2 cups TJ's Butter Toffee Pretzels (seasonal), divided",Butter Toffee Pretzels,0.997615,1.5,1 1/2 cups,cup,0.999931,divided,0.999744,Butter Toffee Pretzel Bark,Desserts,Fresh,0.2037012130022049,Unknown,Butter,0.082284040749073,Dairy & Eggs,Yogurt,0.0607365407049655,Dairy & Eggs
"1 1/2 cups TJ's Mini Marshmallows, divided",Mini Marshmallows,0.998518,1.5,1 1/2 cups,cup,0.999978,divided,0.999635,Butter Toffee Pretzel Bark,Desserts,Fresh,0.153387501835823,Unknown,Cream and Creamy Cheeses,0.1023913919925689,Cheese,Fresh Fruits,0.0686622411012649,Unknown
"4 tablespoons TJ's Extra Virgin Olive Oil, divided",Extra Virgin Olive Oil,0.999732,4.0,4 tablespoons,tablespoon,0.999933,divided,0.999506,Fancy Lemon Farfalle,Dinner,Cream and Creamy Cheeses,0.2333608120679855,Cheese,Fresh,0.1142401322722435,Unknown,Refrigerated Dough,0.0842378661036491,Unknown
"1 can TJ's Organic Vegetarian Chili, heated according to package directions",Organic Vegetarian Chili,0.998526,1.0,1 can,can,0.999745,heated according to package directions,0.998791,Corn Chip Dipper Chili Pie,Dinner & Lunch,Fresh,0.1950962990522384,Unknown,"Soup, Chili & Meals",0.1179945990443229,For the Pantry,Smoked or Processed,0.0654940530657768,Unknown
"2 cups TJ’s Sharp Cheddar Cheese, shredded",Sharp Cheddar Cheese,0.999631,2.0,2 cups,cup,0.99996,shredded,0.999381,Bared Bacon Cheddar Cornbread Cake,Appetizers & Sides,Cream and Creamy Cheeses,0.8172774910926819,Cheese,"Slices, Shreds, Crumbles",0.0588263534009456,Cheese,Fresh,0.0167659353464841,Unknown
"1 package TJ's Egg Frittata, microwaved according to package instructions",Egg Frittata,0.997873,1.0,1 package,package,0.999909,microwaved according to package instructions,0.991638,Egg JoeMuffin,Breakfast,Fresh,0.3061565160751343,Unknown,"Slices, Shreds, Crumbles",0.0863005071878433,Cheese,Fruits,0.0554826557636261,Fresh Fruits & Veggies
"4 slices TJ's Fully Cooked Bacon, microwaved according to package instructions",Fully Cooked Bacon,0.998389,4.0,4 slices,slices,0.99978,microwaved according to package instructions,0.984942,Egg JoeMuffin,Breakfast,Cooked or Processed,0.2346866875886917,Unknown,Smoked or Processed,0.1389003694057464,Unknown,Fresh,0.0604871436953544,Unknown
"3 tablespoons TJ's Olive Oil, divided",Olive Oil,0.998662,3.0,3 tablespoons,tablespoon,0.999979,divided,0.999538,Breakfast Tacos,Breakfast,Cream and Creamy Cheeses,0.1225193813443183,Cheese,Fresh,0.0835179612040519,Unknown,Refrigerated Dough,0.072545401751995,Unknown
"1 package TJ's Soy Chorizo, removed from casing",Soy Chorizo,0.99981,1.0,1 package,package,0.999936,removed from casing,0.98657,Breakfast Tacos,Breakfast,Salsa & Hot Sauce,0.1505263000726699,"Dips, Sauces & Dressings",Fresh,0.0742764547467231,Unknown,Yogurt,0.0581264048814773,Dairy & Eggs
"3 tablespoons TJ's Salted Butter, melted",Salted Butter,0.990682,3.0,3 tablespoons,tablespoon,0.99996,melted,0.998159,Pop Goes the Elote,Appetizers & Sides,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1 quart TJ's Super Premium French Vanilla Ice Cream, softened",Super Premium French Vanilla Ice Cream,0.998762,1.0,1 quart,quart,0.997641,softened,0.999126,Lemon Blueberry Waffle Ice Cream Sandwich,Desserts,Cream and Creamy Cheeses,0.083195261657238,Cheese,Fresh,0.0622768588364124,Unknown,Salsa & Hot Sauce,0.05366887524724,"Dips, Sauces & Dressings"
"1 cup TJ's Wild Boreal Blueberries, thawed and drained",Wild Boreal Blueberries,0.998559,1.0,1 cup,cup,0.999961,thawed and drained,0.998818,Lemon Blueberry Waffle Ice Cream Sandwich,Desserts,Fresh,0.5975774526596069,Unknown,Veggies,0.0714604333043098,Fresh Fruits & Veggies,Fruits,0.0522154346108436,Fresh Fruits & Veggies
"1/2 jar TJ’s Kalamata Olives, drained and sliced in half",Kalamata Olives,0.99934,0.5,1/2 jars,jars,0.999788,drained and sliced in half,0.99958,Greek Style Potato Salad,Appetizers & Sides,Cream and Creamy Cheeses,0.2470686137676239,Cheese,"Slices, Shreds, Crumbles",0.07020004093647,Cheese,Fruits,0.050930380821228,Fresh Fruits & Veggies
"4 slices TJ's Uncured Apple Smoked Bacon, cooked and crumbled",Uncured Apple Smoked Bacon,0.999265,4.0,4 slices,slices,0.999779,cooked and crumbled,0.997112,Harissa Potato Salad,Appetizers & Sides,Smoked or Processed,0.5946135520935059,Unknown,Fresh,0.0587386600673198,Unknown,Refrigerated Dough,0.0292118117213249,Unknown
"1/2 cup TJ's Organic Peas, thawed",Organic Peas,0.997937,0.5,1/2 cups,cup,0.999975,thawed,0.997094,Curried Cauliflower Gnocchi,Dinner,Fresh Vegetables,0.2119565159082412,Unknown,Fresh,0.1170425415039062,Unknown,Shelf Stable Foods,0.032266516238451,Unknown
"6 tablespoons TJ's Unsalted Butter, divided",Unsalted Butter,0.997317,6.0,6 tablespoons,tablespoon,0.999971,divided,0.999901,Unexpected Mac & Cheese,Dinner,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 package (8 oz.) TJ's Cream Cheese, cubed",Cream Cheese,0.997426,1.0,1 package,package,0.999483,cubed,0.999679,Unexpected Mac & Cheese,Dinner,Cream and Creamy Cheeses,0.8696893453598022,Cheese,"Slices, Shreds, Crumbles",0.0213078428059816,Cheese,"Wedges, Wheels, Loaves, Logs",0.0131911356002092,Cheese
"2 tablespoons TJ's Unsalted Butter, melted",Unsalted Butter,0.997429,2.0,2 tablespoons,tablespoon,0.99997,melted,0.999267,Roasted Squash Salad,Lunch,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1/3 cup TJ's Raw Pumpkin Seeds, dry toasted",Raw Pumpkin Seeds,0.999401,0.3333333333333333,1/3 cups,cup,0.999967,dry toasted,0.990983,Roasted Squash Salad,Lunch,"Nuts, Dried Fruits, Seeds",0.4054908454418182,Snacks & Sweets,Fresh,0.1234508827328682,Unknown,Fresh Fruits,0.078134000301361,Unknown
"1 stick (1/2 cup) TJ's Unsalted Butter, softened",Unsalted Butter,0.995804,1.0,1 stick,stick,0.997226,softened,0.99984,Olive Oil Cake,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 can TJ's Organic Garbanzo beans, drained",Organic Garbanzo beans,0.998338,1.0,1 can,can,0.999679,drained,0.992083,Vegan Caesar Salad,"Appetizers & Sides, Dinner & Lunch",Cream and Creamy Cheeses,0.1817216575145721,Cheese,Fresh,0.1538094729185104,Unknown,Fresh Vegetables,0.076617956161499,Unknown
"1 stick TJ's Unsalted Butter, softened",Unsalted Butter,0.996846,1.0,1 stick,stick,0.999027,softened,0.999846,Unexpected Grilled Cheese Sandwich,Dinner & Lunch,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
2 tablespoons chopped TJ's Fresh Parsley,Fresh Parsley,0.981946,2.0,2 tablespoons,tablespoon,0.999813,chopped,0.983568,Unexpected Grilled Cheese Sandwich,Dinner & Lunch,Fresh,0.6747658252716064,Unknown,Fresh Vegetables,0.0954543948173523,Unknown,"Slices, Shreds, Crumbles",0.0418446734547615,Cheese
"1/2 teaspoon TJ's Organic Garlic Powder OR 1 clove TJ's Garlic, minced",Organic Garlic Powder,0.97217,0.5,1/2 teaspoons,teaspoon,0.999826,minced,0.978778,Unexpected Grilled Cheese Sandwich,Dinner & Lunch,Smoked or Processed,0.172696366906166,Unknown,Spices,0.1035868525505065,For the Pantry,Fresh,0.0730319768190383,Unknown
"1 heaping cup TJ's Shredded Unexpected Cheddar, divided",Shredded Unexpected Cheddar,0.993317,1.0,1 heaping cup,heaping cup,0.995646,divided,0.999627,Unexpected Grilled Cheese Sandwich,Dinner & Lunch,"Slices, Shreds, Crumbles",0.173445463180542,Cheese,Fresh,0.1535136252641677,Unknown,Smoked or Processed,0.0750564262270927,Unknown
"1 package (16 oz.) TJ's Brussels Sprouts, trimmed and halved",Brussels Sprouts,0.998956,1.0,1 package,package,0.999627,trimmed and halved,0.999961,Everything but the Leftovers Sheet Pan Dinner,Dinner,Fresh,0.12253899872303,Unknown,Fruits,0.1185884699225425,Fresh Fruits & Veggies,"Slices, Shreds, Crumbles",0.102709949016571,Cheese
