original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
"2 trays TJs Channa Masala, microwaved according to package directions",trays TJs Channa Masala,0.987283,2.0,2,,0.997322,microwaved according to package directions,0.992969
TJ's Cookie Butter,Cookie Butter,0.994317,,,,,,
3 TJ's Bagels cut in half (for a total of 6),Bagels cut in half,0.968123,3.0,3,,0.996783,,
1 jar TJ's Pizza sauce,Pizza sauce,0.99965,1.0,1 jar,jar,0.999919,,
"4 pieces TJ's Fully Cooked Uncured Apple Smoked Bacon, chopped",Fully Cooked Uncured Apple Smoked Bacon,0.997292,4.0,4 pieces,pieces,0.999163,chopped,0.998483
1 bottle Secco Peach Bellini,Secco Peach Bellini,0.999455,1.0,1 bottle,bottle,0.999729,,
1 cup TJ's Frozen Freestone Peach Slices,Frozen Freestone Peach Slices,0.997504,1.0,1 cup,cup,0.999931,,
1 package TJ's Cuban Style Citrus Garlic Bowl,Cuban Style Citrus Garlic Bowl,0.998754,1.0,1 package,package,0.99983,,
1 package TJ's Corn & Wheat Tortillas,Corn & Wheat Tortillas,0.977013,1.0,1 package,package,0.999967,,
1 bag TJ's Chickenless Mandarin Orange Morsels,Chickenless Mandarin Orange Morsels,0.999312,1.0,1 bag,bag,0.999865,,
1 package TJ's Matcha Green Tea Single-Serve Packages,Matcha Green Tea Single-Serve Packages,0.997752,1.0,1 package,package,0.999635,,
1 cup TJ's Coconut Water,Coconut Water,0.999863,1.0,1 cup,cup,0.999979,,
1/2 cup TJ's Frozen Pineapple Tidbits,Frozen Pineapple Tidbits,0.998623,0.5,1/2 cups,cup,0.999926,,
1/2 bottle (32 ounces) TJ's Organic Lemonade,Organic Lemonade,0.993803,0.5,1/2 bottles,bottles,0.999148,,
"3 cups TJ's French Sparkling Limeade, chilled",French Sparkling Limeade,0.998478,3.0,3 cups,cup,0.999941,chilled,0.996946
"2 cups TJ's 100% Cherry Juice, chilled",100% Cherry Juice,0.996255,2.0,2 cups,cup,0.999955,chilled,0.995323
"3 cups TJ's Blanc de Blancs Sparkling wine (or TJ's Plain Sparkling Spring Water), chilled",Blanc de Blancs Sparkling wine Plain Sparkling Spring Water,0.777703,3.0,3 cups,cup,0.999927,chilled,0.999258
"Sliced lemons and limes, for garnish (optional)",lemons limes,0.947857,,,,,Sliced,0.956572
1 TJ's Acerola Juice Shot,Acerola Juice Shot,0.994627,1.0,1,,0.999365,,
6 ounces TJ's Mango Nectar,Mango Nectar,0.998776,6.0,6 ounces,ounce,0.999891,,
4 ounces TJ's Unsweetened Coconut Beverage,Unsweetened Coconut Beverage,0.990982,4.0,4 ounces,ounce,0.999966,,
"TJ's Lime wedge and fresh Mint, for garnish (optional)",Lime wedge fresh Mint,0.976811,,,,,,
5 cups (2 packages) TJ’s Frozen Raspberries,Frozen Raspberries,0.996012,5.0,5 cups,cup,0.999424,,
1 package TJ's Organic Brown Rice & Quinoa Fusilli Pasta,Organic Brown Rice & Quinoa Fusilli Pasta,0.994587,1.0,1 package,package,0.999636,,
1 package TJ's Organic Pomegranate Seeds,Organic Pomegranate Seeds,0.998732,1.0,1 package,package,0.999862,,
1 box TJ's Gone Bananas,Gone Bananas,0.99939,1.0,1 box,box,0.999895,,
1/2 Can TJ's Hatch Chopped Green Chiles,Hatch Chopped Green Chiles,0.998761,0.5,1/2 Cans,Cans,0.999824,,
2 Cups TJ's Shredded Fancy Mexican Style Cheese Blend divided,Shredded Fancy Mexican Style Cheese Blend,0.997443,2.0,2 Cups,Cups,0.999178,divided,0.864827
"1 ripe TJ's Avocado, diced, for garnish",ripe Avocado,0.998705,1.0,1,,0.999686,diced,0.995282
1 (6 oz) can TJ's Wild Alaskan Pink Salmon,Wild Alaskan Pink Salmon,0.999264,1.0,1 can,can,0.996355,,
"3/4 cup shredded TJ's Baby Swiss Cheese, divided",Baby Swiss Cheese,0.995404,0.75,3/4 cups,cup,0.999809,"shredded, divided",0.990377
TJ's Sea Salt Crystals,Sea Salt Crystals,0.987514,,,,,,
TJ's Everyday Seasoning,Everyday Seasoning,0.997773,,,,,,
5 TJ's Large Brown Eggs,Large Brown Eggs,0.986836,5.0,5,,0.99948,,
"1/2 cup TJ's Frozen Chopped Spinach, defrosted and water squeezed out",Frozen Chopped Spinach,0.998427,0.5,1/2 cups,cup,0.999863,defrosted and water squeezed out,0.999052
1 package TJ's Organic Tricolor Radiatore Pasta,Organic Tricolor Radiatore Pasta,0.998742,1.0,1 package,package,0.999849,,
1 1/2 cup TJ's Unsweetened Almond Beverage,Unsweetened Almond Beverage,0.994951,1.5,1 1/2 cups,cup,0.999979,,
1 cup TJ's Raw Cashews,Raw Cashews,0.999462,1.0,1 cup,cup,0.999977,,
1 teaspoon TJ's Turmeric Powder,Turmeric Powder,0.999647,1.0,1 teaspoon,teaspoon,0.999967,,
1/2 teaspoon TJ's Yellow Mustard,Yellow Mustard,0.999691,0.5,1/2 teaspoons,teaspoon,0.999948,,
1-2 ounces TJ's Bloody Mary Mixer,Bloody Mary Mixer,0.99915,1.0,1-2 ounce,ounce,0.999937,,
6 Trader Joe's Butter Croissants,Butter Croissants,0.983241,6.0,6,,0.9946,,
1 Tbsp TJ's Chile Lime Seasoning,Chile Lime Seasoning,0.97067,1.0,1 Tbsp,Tbsp,0.997763,,
6 oz TJ's Margarita Mixer,Margarita Mixer,0.999668,6.0,6 oz,ounce,0.999909,,
4 oz Silver Tequila (optional),Silver Tequila,0.995662,4.0,4 oz,ounce,0.999933,,
"1/2 cup TJ's Shaved Brussels Sprouts, lightly sautéed",Shaved Brussels Sprouts,0.999474,0.5,1/2 cups,cup,0.999934,,
2 slices TJ's Multigrain Sliced Bread or TJ's Sprouted Wheat Sourdough Bread,Multigrain Sliced Bread Sprouted Wheat Sourdough Bread,0.8898790000000001,2.0,2 slices,slices,0.999814,,
"1/2 cup TJ's Sharp Cheddar, shredded",Sharp Cheddar,0.999162,0.5,1/2 cups,cup,0.999978,shredded,0.999441
"2 slices TJ's Uncured Applewood Smoked Bacon, cooked",Uncured Applewood Smoked Bacon,0.995048,2.0,2 slices,slices,0.999839,cooked,0.997411
1 cup diced TJ's Sliced Roast Chicken Breast with Rib Meat,Sliced Roast Chicken Breast with Rib Meat,0.984426,1.0,1 cup,cup,0.999558,diced,0.9523
1/4 cup TJ's Organic Blueberries,Organic Blueberries,0.998672,0.25,1/4 cups,cup,0.999966,,
6 tablespoons TJ's Fat Free Balsamic Vinaigrette,Fat Free Balsamic Vinaigrette,0.999253,6.0,6 tablespoons,tablespoon,0.999973,,
3/4 cup (4 shots) TJ's Reposado Distinqt Tequila (optional),Reposado Distinqt Tequila,0.996375,0.75,3/4 cups,cup,0.999785,,
2 cups TJ's Organic Frozen Mango Chunks,Organic Frozen Mango Chunks,0.998963,2.0,2 cups,cup,0.999962,,
1 Tbsp TJ's Agave Sweetener,Agave Sweetener,0.989849,1.0,1 Tbsp,Tbsp,0.997129,,
2 slices TJ's Cinnamon Raisin Bread,Cinnamon Raisin Bread,0.999697,2.0,2 slices,slices,0.999882,,
"1/2 cup TJ's Camembert, rind removed",Camembert,0.994531,0.5,1/2 cups,cup,0.999969,rind removed,0.996158
"3 Tbsp TJ's Caved Aged Blue Cheese, crumbled",Caved Aged Blue Cheese,0.996724,3.0,3 Tbsps,Tbsps,0.997263,crumbled,0.998354
2 Tbsp TJ's diced Dried Apricots,diced Dried Apricots,0.714268,2.0,2 Tbsps,Tbsps,0.998249,,
1/2 bag TJ's Italian Farfalle,Italian Farfalle,0.998969,0.5,1/2 bags,bag,0.999801,,
1/3 cup TJ's Genova Pesto,Genova Pesto,0.999481,0.3333333333333333,1/3 cups,cup,0.999956,,
1 box TJ's Raspberry Stars Shortbread Cookies (seasonal),Raspberry Stars Shortbread Cookies,0.997229,1.0,1 box,box,0.999702,,
"1 TJ's 72% Dark Chocolate Pound Plus Bar, broken into small pieces",72% Dark Chocolate Pound Plus Bar,0.952205,1.0,1,,0.998411,broken into small pieces,0.998664
1 package TJ's Dry Rubbed Bacon OR TJ's Uncured Fully Cooked Bacon,Dry Rubbed Bacon OR Uncured Fully Cooked Bacon,0.829532,1.0,1 package,package,0.999844,,
8 slices TJ's Gluten Free Whole Grain Bread,Gluten Free Whole Grain Bread,0.999536,8.0,8 slices,slices,0.999695,,
1 package TJ's Fresh Pre-Sliced Mozzarella Cheese Log,Fresh Pre-Sliced Mozzarella Cheese Log,0.998938,1.0,1 package,package,0.999705,,
1 1/4 ounce TJ's Vodka Of The Gods,Vodka Of The Gods,0.999235,1.25,1 1/4 ounces,ounce,0.999924,,
"TJ's Colossal Olives Hand Stuffed With Garlic Cloves, plus one tablespoon brine from jar (optional)",Colossal Olives Hand Stuffed With Garlic Cloves,0.964085,,,,,,
"Crunchy garnish of your choice: Sea Salt, Sliced Almonds, Sweet & Spicy Pecans, Pistachios, Sunflower Seeds...",Crunchy garnish of your choice Sea Salt Almonds Spicy Pecans Sunflower Seeds...,0.7751480000000001,,,,,Sliced,0.783808
8 fl. oz. TJ's Organic Cold Pressed Green Juice Beverage,Organic Cold Pressed Green Juice Beverage,0.993918,8.0,8 fl oz,fluid_ounce,0.993114,,
4 tablespoons TJ's Oven Toasted Old Fashioned Organic Oats,Oven Toasted Old Fashioned Organic Oats,0.998635,4.0,4 tablespoons,tablespoon,0.999949,,
Handful ice cubes,ice cubes,0.997178,,Handful,Handful,0.977069,,
1 large tub (32 oz) TJ's Honey Greek Yogurt (or four 8 oz tubs),Honey Greek Yogurt,0.996407,1.0,1 large tub,large tub,0.980788,,
1 (12 oz) package TJ's Frozen Organic Blueberries,Frozen Organic Blueberries,0.998108,1.0,1 package,package,0.997311,,
8 ounces TJ's Sparkling Cranberry Juice,Sparkling Cranberry Juice,0.996637,8.0,8 ounces,ounce,0.999944,,
12 ounces TJ's Sparkling Apple Cider,Sparkling Apple Cider,0.998447,12.0,12 ounces,ounce,0.999948,,
"Orange slices, for garnish (optional)",Orange slices,0.80676,,,,,,
1 squeeze TJ's Multi-Floral and Clover Honey,squeeze Multi-Floral and Clover Honey,0.995923,1.0,1,,0.999318,,
1 can TJ's Sparkling Black Tea with Peach Juice Beverage,Sparkling Black Tea with Peach Juice Beverage,0.999282,1.0,1 can,can,0.999735,,
1 TJ's Lemon Slice,Lemon Slice,0.944444,1.0,1,,0.999428,,
1 box TJ's Mochi Cake Mix,Mochi Cake Mix,0.99917,1.0,1 box,box,0.999808,,
"2 TJ's Roma tomatoes, diced",Roma tomatoes,0.997761,2.0,2,,0.999756,diced,0.996881
2 TJ's Maple Espresso Black Tea Blend teabags,Maple Espresso Black Tea Blend teabags,0.999177,2.0,2,,0.997793,,
"Your favorite milk or non-dairy beverage, warmed",Your favorite milk non-dairy beverage,0.804389,,,,,warmed,0.999613
"1 bag TJ's Ridge Cut Potato Chips with Sea Salt, crushed",Ridge Cut Potato Chips with Sea Salt,0.998708,1.0,1 bag,bag,0.999615,crushed,0.998389
1 bag TJ's Bite-Sized Candy Coated Milk Chocolate Candies or TJ's Candy Coated Milk Chocolate Dipped Peanuts,Bite-Sized Candy Coated Milk Chocolate Candies Candy Coated Milk Chocolate Dipped Peanuts,0.90398,1.0,1 bag,bag,0.996762,,
1 box TJ's Gluten Free Pumpkin Bread & Muffin Baking Mix,Gluten Free Pumpkin Bread & Muffin Baking Mix,0.997104,1.0,1 box,box,0.99961,,
TJ's Super Premium Pumpkin Ice Cream,Super Premium Pumpkin Ice Cream,0.996971,,,,,,
TJ's Candied Pecans,Candied Pecans,0.994345,,,,,,
"2-1.75 oz bars Trader Joe's Milk Chocolate, roughly chopped",Milk Chocolate,0.997714,,2-1.75 oz bars,bar * ounce,0.999599,roughly chopped,0.994185
1 jar TJ's Organic Reduced Sugar Raspberry Preserves,Organic Reduced Sugar Raspberry Preserves,0.998504,1.0,1 jar,jar,0.999745,,
1/4 cup TJ's Organic Reduced Fat Coconut Milk,Organic Reduced Fat Coconut Milk,0.999603,0.25,1/4 cups,cup,0.999959,,
"Your favorite TJ's cookies, for dipping",Your favorite cookies,0.970146,,,,,,
1 bag TJ's Quick Cook Farro,Quick Cook Farro,0.999187,1.0,1 bag,bag,0.999813,,
1 bag TJ's Butter Lettuce,Butter Lettuce,0.998742,1.0,1 bag,bag,0.999859,,
1 jar TJ's Grilled Artichoke Halves,Grilled Artichoke Halves,0.999388,1.0,1 jar,jar,0.999814,,
1/2 jar TJ's Pitted Greek Kalamata Olives,Pitted Greek Kalamata Olives,0.998882,0.5,1/2 jars,jars,0.999813,,
1/2 can TJ's Pitted Green Olives,Pitted Green Olives,0.999694,0.5,1/2 cans,cans,0.999719,,
1 container TJ's Ciliegene Whole Milk Fresh Mozzarella,Ciliegene Whole Milk Fresh Mozzarella,0.99393,1.0,1 container,container,0.992473,,
1 package of your favorite TJ's Salame,your favorite Salame,0.937701,1.0,1 package,package,0.999836,,
1 16 oz. package your favorite TJ's Tofu,your favorite Tofu,0.996109,1.0,1 package,package,0.997903,,
1/3 cup TJ's Coconut Aminos or Soy Sauce,Coconut Aminos Soy Sauce,0.9445445,0.3333333333333333,1/3 cups,cup,0.99996,,
1 package TJ's Chicken Tikka Masala OR Vegan Tikka Masala,Chicken Tikka Masala Vegan Tikka Masala,0.539912,1.0,1 package,package,0.999543,,
"1/2 cup TJ's Organic Peas, heated according to package directions and drained",Organic Peas,0.997768,0.5,1/2 cups,cup,0.999955,heated according to package directions and drained,0.999912
TJ’s Organic Mango Chutney,Organic Mango Chutney,0.994476,,,,,,
TJ's Plain Yogurt,Plain Yogurt,0.998654,,,,,,
1 package TJ's Turkey Burgers,Turkey Burgers,0.999561,1.0,1 package,package,0.999742,,
1 package TJ's Broccoli Kale Slaw Complete Salad Kit,Broccoli Kale Slaw Complete Salad Kit,0.999473,1.0,1 package,package,0.999902,,
TJ's Gourmet White Hamburger Buns or TJ's Gluten Free Hamburger Buns,Gourmet White Hamburger Buns Gluten Free Hamburger Buns,0.7942940000000001,,,,,,
TJ's Ridge Cut Potato Chips (optional),Ridge Cut Potato Chips,0.995164,,,,,,
1/4 cup TJ's Plain Whole Milk Greek Yogurt,Plain Whole Milk Greek Yogurt,0.999326,0.25,1/4 cups,cup,0.99996,,
"1/2 bag TJ's Mango Chunks, thawed",Mango Chunks,0.997737,0.5,1/2 bags,bag,0.999882,thawed,0.993517
"1 bag TJ's Uncooked Wild Argentinian Red Shrimp, thawed",Uncooked Wild Argentinian Red Shrimp,0.998296,1.0,1 bag,bag,0.999704,thawed,0.986796
"TJ's Pepitas or Sunflower Seeds, for garnish",Pepitas Sunflower Seeds,0.621743,,,,,,
1 bag TJ's Korean Inspired Bulgogi Beef Fried Rice with Kimchi,Korean Inspired Bulgogi Beef Fried Rice with Kimchi,0.999002,1.0,1 bag,bag,0.999826,,
4 slices TJ's Provolone Cheese,Provolone Cheese,0.998442,4.0,4 slices,slices,0.999697,,
"2 TJ's Roasted Red Bell Peppers, thinly sliced",Roasted Red Bell Peppers,0.993781,2.0,2,,0.998888,thinly sliced,0.998886
"4 of your favorite TJ's Artisan Rolls, baked according to package directions",your favorite Artisan Rolls,0.958898,4.0,4,,0.988963,baked according to package directions,0.998943
TJ's Organic Baby Lettuce Mix,Organic Baby Lettuce Mix,0.990619,,,,,,
"TJ's Vegan Kale, Cashew & Basil Pesto",Vegan Kale Basil Pesto,0.961579,,,,,Cashew,0.353192
TJ's Olive Oil Cooking Spray,Olive Oil Cooking Spray,0.993919,,,,,,
2 jars TJ's Alfredo Sauce,Alfredo Sauce,0.998942,2.0,2 jars,jars,0.999803,,
"2 cups TJ's Chopped Frozen Spinach, defrosted and squeezed of some water",Chopped Frozen Spinach,0.981524,2.0,2 cups,cup,0.999954,defrosted and squeezed of some water,0.998323
15 ounces TJ's Traditional Ricotta Cheese,Traditional Ricotta Cheese,0.999242,15.0,15 ounces,ounce,0.999951,,
12 sheets TJ's No Boil Lasagna Noodles,No Boil Lasagna Noodles,0.998703,12.0,12 sheets,sheets,0.999841,,
1/2 cup TJ's Grated Parmigiano Reggiano Cheese,Grated Parmigiano Reggiano Cheese,0.986011,0.5,1/2 cups,cup,0.999963,,
1 package TJ's Ricotta & Lemon Zest Ravioli (limited),Ricotta & Lemon Zest Ravioli,0.983205,1.0,1 package,package,0.999877,,
TJ's Lemon Pepper,Lemon Pepper,0.996943,,,,,,
TJ's Dry Toasted Pine Nuts OR TJ's Roasted Not So Salty Cashew Pieces,Dry Toasted Pine Nuts Roasted Not So Salty Cashew Pieces,0.9054295,,,,,,
"1/2 can TJ's Cannellini White Kidney Beans, rinsed, drained and pureed until smooth",Cannellini White Kidney Beans,0.998567,0.5,1/2 cans,cans,0.999877,"rinsed, drained and pureed until smooth",0.998559
"1 cup TJ's Grated Parmesan, divided",Grated Parmesan,0.95274,1.0,1 cup,cup,0.999964,divided,0.999578
1/2 teaspoon dried TJ's Basil,dried Basil,0.989349,0.5,1/2 teaspoons,teaspoon,0.999931,,
"1 cup TJ's Organic Frozen Peas, defrosted and drained",Organic Frozen Peas,0.997386,1.0,1 cup,cup,0.999915,defrosted and drained,0.999425
1 box TJ's No Boil Italian Lasagna Noodles,No Boil Italian Lasagna Noodles,0.99873,1.0,1 box,box,0.999817,,
"1 package (about 1 pound) TJ's Sweet OR Hot Italian Sausage, casing removed",Sweet Hot Italian Sausage,0.633422,1.0,1 package,package,0.999313,casing removed,0.99893
1 3/4 jars TJ's Tomato Basil Marinara,Tomato Basil Marinara,0.99588,1.75,1 3/4 jars,jars,0.999788,,
"1/2 TJ's Organic Yellow Onion, diced",Organic Yellow Onion,0.995772,0.5,1/2,,0.998006,diced,0.998229
"3 TJ's Organic Carrots, diced",Organic Carrots,0.991801,3.0,3,,0.998157,diced,0.999752
"2 cloves TJ's Organic Garlic, diced",Organic Garlic,0.928304,2.0,2 cloves,cloves,0.916582,diced,0.999702
2 cans TJ's Organic Diced No Salt Added Tomatoes,Organic Diced No Salt Added Tomatoes,0.997866,2.0,2 cans,cans,0.999204,,
"2-3 Sage leaves, finely chopped",Sage leaves,0.986198,2.0,2-3,,0.999752,finely chopped,0.999408
"1 pound of your favorite TJ's Pasta, cooked",your favorite Pasta,0.938112,1.0,1 pound,pound,0.999879,cooked,0.99735
TJ's Battered Fish Nuggets,Battered Fish Nuggets,0.997887,,,,,,
2-3 TJ's Organic Tomatoes on the Vine,Organic Tomatoes on the Vine,0.994552,2.0,2-3,,0.994783,,
1 package TJ's Garlic & Herb Pizza Dough,Garlic & Herb Pizza Dough,0.997123,1.0,1 package,package,0.999883,,
4 TJ's Dutch Yellow Potatoes,Dutch Yellow Potatoes,0.993557,4.0,4,,0.998604,,
"1 bar TJ's Pound Plus Milk Chocolate, broken into chunks",Pound Plus Milk Chocolate,0.994595,1.0,1 bar,bar,0.999757,broken into chunks,0.998357
"1 1/2 cups TJ's Butter Toffee Pretzels (seasonal), divided",Butter Toffee Pretzels,0.997615,1.5,1 1/2 cups,cup,0.999931,divided,0.999744
1 container Crème Fraîche,Crème Fraîche,0.994256,1.0,1 container,container,0.995347,,
1/2 package TJ's Frozen Peas,Frozen Peas,0.999239,0.5,1/2 packages,packages,0.999822,,
1 bag TJ's Organic Corn Chip Dippers,Organic Corn Chip Dippers,0.996638,1.0,1 bag,bag,0.999641,,
"1 can TJ's Organic Vegetarian Chili, heated according to package directions",Organic Vegetarian Chili,0.998526,1.0,1 can,can,0.999745,heated according to package directions,0.998791
TJ's Shredded Three Cheese Mexican Blend,Cheese Mexican Blend,0.791556,3.0,3,,0.396482,TJ's Shredded,0.655324
1 1/2 cups TJ’s 2% Milk,2% Milk,0.997882,1.5,1 1/2 cups,cup,0.999976,,
"2 cups TJ’s Sharp Cheddar Cheese, shredded",Sharp Cheddar Cheese,0.999631,2.0,2 cups,cup,0.99996,shredded,0.999381
1 pkg TJ’s Fully Cooked Uncured Applewood Smoked Bacon,pkg Fully Cooked Uncured Applewood Smoked Bacon,0.990483,1.0,1,,0.997726,,
1 pkg (7.5 oz.) Crème Fraiche,pkg Crème Fraiche,0.9133425,1.0,1,,0.997283,,
1 pkg (8 oz.) Mascarpone,pkg Mascarpone,0.9119375000000001,1.0,1,,0.998451,,
1 package TJ's Steamed & Fully Cooked Lentils,Steamed & Fully Cooked Lentils,0.961069,1.0,1 package,package,0.999826,,
"Your favorite raw green vegetables & fruit (we used green bell pepper, snap peas, Persian cucumbers, baby broccoli, green grapes) and/or your favorite cooked green vegetables (blanched asparagus, sautéed shishito peppers)",Your favorite raw green vegetables & fruit,0.95085,,,,,,
Your favorite TJ's Green Olives,Your favorite Green Olives,0.988892,,,,,,
2 TJ's English Muffins,English Muffins,0.998493,2.0,2,,0.999066,,
"1 package TJ's Egg Frittata, microwaved according to package instructions",Egg Frittata,0.997873,1.0,1 package,package,0.999909,microwaved according to package instructions,0.991638
"1 TJ's Tomato, thinly sliced",Tomato,0.992498,1.0,1,,0.999217,thinly sliced,0.997346
10 TJ's Extra Large Eggs,Extra Large Eggs,0.994001,10.0,10,,0.999216,,
TJ's Shredded 3 Cheese Blend,Cheese Blend,0.763212,3.0,3,,0.540917,TJ's Shredded,0.569538
TJ's Mild or Hot Pico de Gallo Salsa,Mild Hot Pico de Gallo Salsa,0.7732995,,,,,,
1 bag Organic Elote Corn Chip Dippers,Organic Elote Corn Chip Dippers,0.997488,1.0,1 bag,bag,0.999839,,
1/4 cup TJ's Everything But The Elote Seasoning Blend,Everything But The Elote Seasoning Blend,0.982192,0.25,1/4 cups,cup,0.999948,,
2 package TJ's Organic Boneless & Skinless Chicken Tenders,Organic Boneless & Skinless Chicken Tenders,0.995434,2.0,2 packages,packages,0.999662,,
Your favorite TJ's sauce for dipping,Your favorite sauce,0.971387,,,,,,
1/2 cup TJ's Organic Popping Corn,Organic Popping Corn,0.999511,0.5,1/2 cups,cup,0.999974,,
2 jars TJ's Lemon curd,Lemon curd,0.999496,2.0,2 jars,jars,0.999533,,
"1 cup TJ's Wild Boreal Blueberries, thawed and drained",Wild Boreal Blueberries,0.998559,1.0,1 cup,cup,0.999961,thawed and drained,0.998818
1 box TJ's Blueberry Waffles,Blueberry Waffles,0.997764,1.0,1 box,box,0.999876,,
"2 teaspoon TJ's Organic Pure Bourbon Vanilla Flavor (for best results, do not substitute vanilla extract)",Organic Pure Bourbon Vanilla Flavor,0.998418,2.0,2 teaspoons,teaspoon,0.999916,,
1 can TJ's Sparkling Watermelon Juice (seasonal),Sparkling Watermelon Juice,0.978861,1.0,1 can,can,0.999775,,
1 container TJ's Old Fashioned Potato Salad,Old Fashioned Potato Salad,0.998779,1.0,1 container,container,0.998461,,
1/3 cup TJ’s Feta Cheese Crumbles,Feta Cheese Crumbles,0.99768,0.3333333333333333,1/3 cups,cup,0.99996,,
1/2 package TJ's Butternut Squash Zigzags,Butternut Squash Zigzags,0.997931,0.5,1/2 packages,packages,0.99978,,
2 bags TJ's Cauliflower Gnocchi,Cauliflower Gnocchi,0.999228,2.0,2 bags,bag,0.999838,,
2 tablespoons TJ's Olive Oil or Ghee,Olive Oil Ghee,0.8803155,2.0,2 tablespoons,tablespoon,0.999965,,
"Garlic Naan Crackers, for serving (optional)",Garlic Naan Crackers,0.995386,,,,,,
"1lb your favorite short cut of TJ's Pasta (Macaroni, Farfalle, Fusilli, etc.)",your favorite short cut of Pasta,0.982093,1.0,1 lb,pound,0.999591,,
3 teaspoons tablespoon TJ's Canola Oil or Olive Oil,Canola Oil Olive Oil,0.785949,3.0,3 teaspoons tablespoons,tablespoon * teaspoon,0.968521,,
1 lb. TJ's Ground Chicken or Ground Beef,Ground Chicken Ground Beef,0.594453,1.0,1 lb,pound,0.999567,,
